location_id,name,plainName,cp,lat,lon,createdAt,updatedAt
1082,Sant Llorenç dHortons,sant-llorencdhortons,8791,41.465322,1.824675,2/21/2016 11:21:57,2/21/2016 11:21:57
1083,Sant LlorençSavall,sant-llorencsavall,8212,41.680493,2.059894,2/21/2016 11:21:57,2/21/2016 11:21:57
1084,Sant MartidAlbars,sant-martidalbars,8515,42.029006,2.074699,2/21/2016 11:21:57,2/21/2016 11:21:57
1085,Sant Martide Centelles,sant-martide-centelles,8592,41.766815,2.205763,2/21/2016 11:21:57,2/21/2016 11:21:57
1086,Sant Martide Tous,sant-martide-tous,8712,41.562722,1.523409,2/21/2016 11:21:57,2/21/2016 11:21:57
1087,Sant MartíSarroca,sant-martisarroca,8731,41.395999,1.602201,2/21/2016 11:21:57,2/21/2016 11:21:57
1088,Sant MartiSesgueioles,sant-martisesgueioles,8282,41.702605,1.488733,2/21/2016 11:21:57,2/21/2016 11:21:57
1089,Sant Mateu de Bages,sant-mateu-de-bages,8263,41.799023,1.736355,2/21/2016 11:21:57,2/21/2016 11:21:57
1090,Sant Pere de Ribes,sant-pere-de-ribes,8810,41.259404,1.776052,2/21/2016 11:21:57,2/21/2016 11:21:57
1091,Sant Pere de Riudebitlles,sant-pere-de-riudebitlles,8776,41.454001,1.702924,2/21/2016 11:21:57,2/21/2016 11:21:57
1092,Sant Pere de Torello,sant-pere-de-torello,8572,42.075912,2.297001,2/21/2016 11:21:57,2/21/2016 11:21:57
1093,Sant Pere de Vilamajor,sant-pere-de-vilamajor,8458,41.685332,2.390814,2/21/2016 11:21:57,2/21/2016 11:21:57
1094,Sant Pere Sallavinera,sant-pere-sallavinera,8281,41.736367,1.573277,2/21/2016 11:21:57,2/21/2016 11:21:57
1095,Sant Pol de Mar,sant-pol-de-mar,8395,41.599093,2.616506,2/21/2016 11:21:57,2/21/2016 11:21:57
1096,Sant Quintide Mediona,sant-quintide-mediona,8777,41.463907,1.666489,2/21/2016 11:21:57,2/21/2016 11:21:57
1097,Sant Quirze de Besora,sant-quirze-de-besora,8580,42.100674,2.216749,2/21/2016 11:21:57,2/21/2016 11:21:57
1098,Sant Quirze del Valles,sant-quirze-del-valles,8192,41.530893,2.086716,2/21/2016 11:21:57,2/21/2016 11:21:57
1099,Sant Quirze Safaja,sant-quirze-safaja,8189,41.72788,2.153792,2/21/2016 11:21:57,2/21/2016 11:21:57
1100,Sant SadurnidAnoia,sant-sadurnidanoia,8770,41.425787,1.785793,2/21/2016 11:21:57,2/21/2016 11:21:57
1101,Sant SadurnidOsormort,sant-sadurnidosormort,8504,41.903475,2.382059,2/21/2016 11:21:57,2/21/2016 11:21:57
1102,Sant Salvador de Guardiola,sant-salvador-de-guardiola,8253,41.681037,1.767597,2/21/2016 11:21:57,2/21/2016 11:21:57
1103,Sant Vicençde Castellet,sant-vicencde-castellet,8295,41.666388,1.863813,2/21/2016 11:21:57,2/21/2016 11:21:57
1104,Sant Vicençde Montalt,sant-vicencde-montalt,8394,41.583141,2.511148,2/21/2016 11:21:57,2/21/2016 11:21:57
1105,Sant Vicençde Torello,sant-vicencde-torello,8571,42.062946,2.273355,2/21/2016 11:21:57,2/21/2016 11:21:57
1106,Sant Vicençdels Horts,sant-vicencdels-horts,8620,41.394244,2.010112,2/21/2016 11:21:57,2/21/2016 11:21:57
1107,Santa Cecília de Voltregà,santa-cecilia-de-voltrega,8509,42.021578,2.234988,2/21/2016 11:21:57,2/21/2016 11:21:57
1108,Santa Coloma de Cervelló,santa-coloma-de-cervello,8690,41.366616,2.017193,2/21/2016 11:21:57,2/21/2016 11:21:57
1109,Santa Coloma de Gramenet,santa-coloma-de-gramenet,8921,41.451589,2.211041,2/21/2016 11:21:57,2/21/2016 11:21:57
1110,Santa Eugenia de Berga,santa-eugenia-de-berga,8507,41.900057,2.281551,2/21/2016 11:21:57,2/21/2016 11:21:57
1111,Santa Eulàlia de Riuprimer,santa-eulalia-de-riuprimer,8505,41.910725,2.189498,2/21/2016 11:21:57,2/21/2016 11:21:57
1112,Santa Eulalia de Ronçana,santa-eulalia-de-roncana,8187,41.652762,2.226791,2/21/2016 11:21:57,2/21/2016 11:21:57
1113,Santa Fe del Penedes,santa-fe-del-penedes,8792,41.384778,1.721635,2/21/2016 11:21:57,2/21/2016 11:21:57
1114,Santa Margarida de Montbui,santa-margarida-de-montbui,8710,41.55797,1.604476,2/21/2016 11:21:57,2/21/2016 11:21:57
1115,Santa Margarida i els Monjos,santa-margarida-i-els-monjos,8730,41.320864,1.663356,2/21/2016 11:21:57,2/21/2016 11:21:57
1116,Santa Maria de Besora,santa-maria-de-besora,8584,42.127591,2.25842,2/21/2016 11:21:57,2/21/2016 11:21:57
1117,Santa Maria de Corcó,santa-maria-de-corco,8511,42.036305,2.369013,2/21/2016 11:21:57,2/21/2016 11:21:57
1118,Santa Maria de Martorelles,santa-maria-de-martorelles,8106,41.519905,2.254815,2/21/2016 11:21:57,2/21/2016 11:21:57
1119,Santa Maria de Merlés,santa-maria-de-merles,8517,42.001744,1.978226,2/21/2016 11:21:57,2/21/2016 11:21:57
1120,Santa Maria de Miralles,santa-maria-de-miralles,8787,41.519182,1.525555,2/21/2016 11:21:57,2/21/2016 11:21:57
1121,Santa Maria de Palautordera,santa-maria-de-palautordera,8460,41.692944,2.448664,2/21/2016 11:21:57,2/21/2016 11:21:57
1122,Santa Maria dOlo,santa-maria-dolo,8273,41.872357,2.035818,2/21/2016 11:21:57,2/21/2016 11:21:57
1123,Santa Perpetua de Mogoda,santa-perpetua-de-mogoda,8130,41.534507,2.179198,2/21/2016 11:21:57,2/21/2016 11:21:57
1124,Santa Susanna,santa-susanna,8398,41.638683,2.716198,2/21/2016 11:21:57,2/21/2016 11:21:57
1125,Santpedor,santpedor,8251,41.783761,1.83991,2/21/2016 11:21:57,2/21/2016 11:21:57
1126,Sentmenat,sentmenat,8181,41.611849,2.136197,2/21/2016 11:21:57,2/21/2016 11:21:57
1127,Seva,seva,8553,41.837339,2.280951,2/21/2016 11:21:57,2/21/2016 11:21:57
1128,Sitges,sitges,8870,41.23522,1.811285,2/21/2016 11:21:57,2/21/2016 11:21:57
1129,Sobremunt,sobremunt,8589,42.034823,2.168083,2/21/2016 11:21:57,2/21/2016 11:21:57
1130,Sora,sora,8588,42.110767,2.159758,2/21/2016 11:21:57,2/21/2016 11:21:57
1131,Subirats,subirats,8739,41.38473,1.798282,2/21/2016 11:21:57,2/21/2016 11:21:57
1132,Súria,suria,8260,41.83184,1.75189,2/21/2016 11:21:57,2/21/2016 11:21:57
1133,Tagamanent,tagamanent,8593,41.739905,2.266145,2/21/2016 11:21:57,2/21/2016 11:21:57
1134,Taradell,taradell,8552,41.873156,2.288504,2/21/2016 11:21:57,2/21/2016 11:21:57
1135,Tavérnoles,tavernoles,8519,41.952166,2.32554,2/21/2016 11:21:57,2/21/2016 11:21:57
1136,Tavertet,tavertet,8511,41.996067,2.420039,2/21/2016 11:21:57,2/21/2016 11:21:57
1137,Teià,teia,8329,41.500109,2.321291,2/21/2016 11:21:57,2/21/2016 11:21:57
1138,Terrassa,terrassa,8221,41.560828,2.012343,2/21/2016 11:21:57,2/21/2016 11:21:57
1139,Tiana,tiana,8391,41.483377,2.269964,2/21/2016 11:21:57,2/21/2016 11:21:57
1140,Tona,tona,8551,41.848258,2.227821,2/21/2016 11:21:57,2/21/2016 11:21:57
1141,Tordera,tordera,8490,41.70238,2.718945,2/21/2016 11:21:57,2/21/2016 11:21:57
1142,Torelló,torello,8570,42.048767,2.263055,2/21/2016 11:21:57,2/21/2016 11:21:57
1143,Torre de Claramunt,torre-de-claramunt,8789,41.536386,1.661897,2/21/2016 11:21:57,2/21/2016 11:21:57
1144,Torrelavit,torrelavit,8775,41.446506,1.73039,2/21/2016 11:21:57,2/21/2016 11:21:57
1145,Torrelles de Foix,torrelles-de-foix,8737,41.389544,1.568384,2/21/2016 11:21:57,2/21/2016 11:21:57
1146,Torrelles de Llobregat,torrelles-de-llobregat,8629,41.353312,1.976252,2/21/2016 11:21:57,2/21/2016 11:21:57
1147,Ullastrell,ullastrell,8231,41.527198,1.955953,2/21/2016 11:21:57,2/21/2016 11:21:57
1148,Vacarisses,vacarisses,8233,41.606763,1.918874,2/21/2016 11:21:57,2/21/2016 11:21:57
1149,Vallbona dAnoia,vallbona-danoia,8785,41.52752,1.716571,2/21/2016 11:21:57,2/21/2016 11:21:57
1150,Vallcebre,vallcebre,8699,42.204028,1.819096,2/21/2016 11:21:57,2/21/2016 11:21:57
1151,Vallgorguina,vallgorguina,8471,41.648465,2.510462,2/21/2016 11:21:57,2/21/2016 11:21:57
1152,Vallirana,vallirana,8759,41.3889,1.93222,2/21/2016 11:21:57,2/21/2016 11:21:57
1153,Vallromanes,vallromanes,8188,41.531825,2.298203,2/21/2016 11:21:57,2/21/2016 11:21:57
1154,Veciana,veciana,8289,41.656866,1.488476,2/21/2016 11:21:57,2/21/2016 11:21:57
1155,Vic,vic,1117,41.9301,2.254364,2/21/2016 11:21:57,2/21/2016 11:21:57
1156,Vilada,vilada,8613,42.136932,1.931663,2/21/2016 11:21:57,2/21/2016 11:21:57
1157,Viladecans,viladecans,8840,41.316626,2.019253,2/21/2016 11:21:57,2/21/2016 11:21:57
1158,Viladecavalls,viladecavalls,8232,41.555513,1.954107,2/21/2016 11:21:57,2/21/2016 11:21:57
1159,Vilafranca del Penedés,vilafranca-del-penedes,8720,41.345758,1.69919,2/21/2016 11:21:57,2/21/2016 11:21:57
1160,Vilalba Sasserra,vilalba-sasserra,8455,41.653387,2.440767,2/21/2016 11:21:57,2/21/2016 11:21:57
1161,Vilanova de Sau,vilanova-de-sau,8519,41.948958,2.382746,2/21/2016 11:21:57,2/21/2016 11:21:57
1162,Vilanova del Camí,vilanova-del-cami,8788,41.574265,1.642585,2/21/2016 11:21:57,2/21/2016 11:21:57
1163,Vilanova del Vallés,vilanova-del-valles,8410,41.55471,2.289147,2/21/2016 11:21:57,2/21/2016 11:21:57
1164,Vilanova i la Geltrú,vilanova-i-la-geltru,8800,41.224376,1.726656,2/21/2016 11:21:57,2/21/2016 11:21:57
1165,Vilassar de Dalt,vilassar-de-dalt,8339,41.51629,2.358842,2/21/2016 11:21:57,2/21/2016 11:21:57
1166,Vilassar de Mar,vilassar-de-mar,8340,41.502246,2.390556,2/21/2016 11:21:57,2/21/2016 11:21:57
1167,Vilobídel Penedés,vilobidel-penedes,8735,41.388948,1.661811,2/21/2016 11:21:57,2/21/2016 11:21:57
1168,Viver i Serrateix,viver-i-serrateix,8673,41.956235,1.813087,2/21/2016 11:21:57,2/21/2016 11:21:57
1169,Abajas,abajas,9141,42.622985,-3.582064,2/21/2016 11:21:57,2/21/2016 11:21:57
1170,Adrada de Haza,adrada-de-haza,9462,41.594995,-3.821819,2/21/2016 11:21:57,2/21/2016 11:21:57
1171,Aguas Cándidas,aguas-candidas,9593,42.716245,-3.501964,2/21/2016 11:21:57,2/21/2016 11:21:57
1172,Aguilar de Bureba,aguilar-de-bureba,9249,42.590233,-3.328107,2/21/2016 11:21:57,2/21/2016 11:21:57
1173,Albillos,albillos,9239,42.275754,-3.790579,2/21/2016 11:21:57,2/21/2016 11:21:57
1174,Alcocero de Mola,alcocero-de-mola,9258,42.471478,-3.358511,2/21/2016 11:21:57,2/21/2016 11:21:57
1175,Alfoz de Bricia,alfoz-de-bricia,9572,42.907265,-3.847044,2/21/2016 11:21:57,2/21/2016 11:21:57
1176,Alfoz de Quintanadueñas,alfoz-de-quintanaduenas,9197,42.385005,-3.734762,2/21/2016 11:21:57,2/21/2016 11:21:57
1177,Alfoz de Santa Gadea,alfoz-de-santa-gadea,9571,42.955981,-3.951997,2/21/2016 11:21:57,2/21/2016 11:21:57
1178,Altable,altable,9219,42.602665,-3.077319,2/21/2016 11:21:57,2/21/2016 11:21:57
1179,Altos,altos,9559,42.808247,-3.614502,2/21/2016 11:21:57,2/21/2016 11:21:57
1180,Ameyugo,ameyugo,9219,42.657015,-3.059684,2/21/2016 11:21:57,2/21/2016 11:21:57
1181,Anguix,anguix,9313,41.753702,-3.932213,2/21/2016 11:21:57,2/21/2016 11:21:57
1182,Aranda de Duero,aranda-de-duero,9400,41.669924,-3.688995,2/21/2016 11:21:57,2/21/2016 11:21:57
1183,Arandilla,arandilla,9410,41.73807,-3.427889,2/21/2016 11:21:57,2/21/2016 11:21:57
1184,Arauzo de Miel,arauzo-de-miel,9451,41.859685,-3.387659,2/21/2016 11:21:57,2/21/2016 11:21:57
1185,Arauzo de Salce,arauzo-de-salce,9451,41.818325,-3.411789,2/21/2016 11:21:57,2/21/2016 11:21:57
1186,Arauzo de Torre,arauzo-de-torre,9451,41.797925,-3.423224,2/21/2016 11:21:57,2/21/2016 11:21:57
1187,Arcos,arcos-burgos,9195,42.265483,-3.754992,2/21/2016 11:21:57,2/21/2016 11:21:57
1188,Arenillas de Riopisuerga,arenillas-de-riopisuerga,9107,42.357625,-4.233874,2/21/2016 11:21:57,2/21/2016 11:21:57
1189,Arija,arija,9570,42.991755,-3.946129,2/21/2016 11:21:57,2/21/2016 11:21:57
1190,Arlanzón,arlanzon,9199,42.321792,-3.458653,2/21/2016 11:21:57,2/21/2016 11:21:57
1191,Arraya de Oca,arraya-de-oca,9292,42.415022,-3.397483,2/21/2016 11:21:57,2/21/2016 11:21:57
1192,Atapuerca,atapuerca,9199,42.376875,-3.508459,2/21/2016 11:21:57,2/21/2016 11:21:57
1193,Ausines,ausines,9194,42.225403,-3.597679,2/21/2016 11:21:57,2/21/2016 11:21:57
1194,Avellanosa de Muó,avellanosa-de-muno,9345,41.983249,-3.823865,2/21/2016 11:21:57,2/21/2016 11:21:57
1195,Bahabón de Esgueva,bahabon-de-esgueva,9350,41.86217,-3.728809,2/21/2016 11:21:57,2/21/2016 11:21:57
1196,Balbases,balbases,9119,42.214025,-4.063568,2/21/2016 11:21:57,2/21/2016 11:21:57
1197,Baños de Valdearados,banos-de-valdearados,9450,41.771305,-3.558154,2/21/2016 11:21:57,2/21/2016 11:21:57
1198,Bañuelos de Bureba,banuelos-de-bureba,9248,42.500441,-3.27936,2/21/2016 11:21:57,2/21/2016 11:21:57
1199,Barbadillo de Herreros,barbadillo-de-herreros,9615,42.150014,-3.17388,2/21/2016 11:21:57,2/21/2016 11:21:57
1200,Barbadillo del Mercado,barbadillo-del-mercado,9613,42.040468,-3.356806,2/21/2016 11:21:57,2/21/2016 11:21:57
1201,Barbadillo del Pez,barbadillo-del-pez,9614,42.118927,-3.229535,2/21/2016 11:21:57,2/21/2016 11:21:57
1202,Barrio de Muó,barrio-de-muno,9226,42.175129,-4.00731,2/21/2016 11:21:57,2/21/2016 11:21:57
1203,Barrios de Bureba,barrios-de-bureba,9246,42.645667,-3.391424,2/21/2016 11:21:57,2/21/2016 11:21:57
1204,Barrios de Colina,barrios-de-colina,9199,42.39567,-3.462621,2/21/2016 11:21:57,2/21/2016 11:21:57
1205,Basconcillos del Tozo,basconcillos-del-tozo,9126,42.701293,-3.988033,2/21/2016 11:21:57,2/21/2016 11:21:57
1206,Bascuñana,bascunana,9259,42.425611,-3.080292,2/21/2016 11:21:57,2/21/2016 11:21:57
1207,Belbimbre,belbimbre,9226,42.169135,-4.012114,2/21/2016 11:21:57,2/21/2016 11:21:57
1208,Belorado,belorado,9250,42.41884,-3.191289,2/21/2016 11:21:57,2/21/2016 11:21:57
1209,Berberana,berberana,9511,42.919245,-3.058799,2/21/2016 11:21:57,2/21/2016 11:21:57
1210,Berlangas de Roa,berlangas-de-roa,9316,41.688825,-3.872979,2/21/2016 11:21:57,2/21/2016 11:21:57
1211,Berzosa de Bureba,berzosa-de-bureba,9245,42.62668,-3.266319,2/21/2016 11:21:57,2/21/2016 11:21:57
1212,Bozoó,bozoo,9219,42.726508,-3.08497,2/21/2016 11:21:57,2/21/2016 11:21:57
1213,Brazacorta,brazacorta,9490,41.717214,-3.366451,2/21/2016 11:21:57,2/21/2016 11:21:57
1214,Briviesca,briviesca,9240,42.550409,-3.322678,2/21/2016 11:21:57,2/21/2016 11:21:57
1215,Bugedo,bugedo,9293,42.649475,-3.018107,2/21/2016 11:21:57,2/21/2016 11:21:57
1216,Buniel,buniel,9230,42.30999,-3.824015,2/21/2016 11:21:57,2/21/2016 11:21:57
1217,Burgos,burgos,9002,42.341147,-3.699474,2/21/2016 11:21:57,2/21/2016 11:21:57
1218,Busto de Bureba,busto-de-bureba,9244,42.660064,-3.263969,2/21/2016 11:21:57,2/21/2016 11:21:57
1219,Cabañes de Esgueva,cabanes-de-esgueva,9350,41.831824,-3.785348,2/21/2016 11:21:57,2/21/2016 11:21:57
1220,Cabezón de la Sierra,cabezon-de-la-sierra,9612,41.931018,-3.243542,2/21/2016 11:21:57,2/21/2016 11:21:57
1221,Caleruega,caleruega,9451,41.825332,-3.486271,2/21/2016 11:21:57,2/21/2016 11:21:57
1222,Campillo de Aranda,campillo-de-aranda,9493,41.610357,-3.729901,2/21/2016 11:21:57,2/21/2016 11:21:57
1223,Campolara,campolara,9650,42.119442,-3.427434,2/21/2016 11:21:57,2/21/2016 11:21:57
1224,Canicosa de la Sierra,canicosa-de-la-sierra,9692,41.936589,-3.041282,2/21/2016 11:21:57,2/21/2016 11:21:57
1225,Cantabrana,cantabrana,9593,42.734736,-3.466702,2/21/2016 11:21:57,2/21/2016 11:21:57
1226,Carazo,carazo,9611,41.969526,-3.35362,2/21/2016 11:21:57,2/21/2016 11:21:57
1227,Carcedo de Bureba,carcedo-de-bureba,9592,42.578729,-3.497944,2/21/2016 11:21:57,2/21/2016 11:21:57
1228,Carcedo de Burgos,carcedo-de-burgos,9193,42.286628,-3.622355,2/21/2016 11:21:57,2/21/2016 11:21:57
1229,Cardeñadijo,cardenadijo,9194,42.299643,-3.665142,2/21/2016 11:21:57,2/21/2016 11:21:57
1230,Cardeñajimeno,cardenajimeno,9193,42.331028,-3.62051,2/21/2016 11:21:57,2/21/2016 11:21:57
1231,Cardeñuela Riopico,cardenuela-riopico,9192,42.360367,-3.557296,2/21/2016 11:21:57,2/21/2016 11:21:57
1232,Carrias,carrias,9248,42.481703,-3.282938,2/21/2016 11:21:57,2/21/2016 11:21:57
1233,Cascajares de Bureba,cascajares-de-bureba,9253,42.680479,-3.233242,2/21/2016 11:21:57,2/21/2016 11:21:57
1234,Cascajares de la Sierra,cascajares-de-la-sierra,9640,42.062086,-3.398509,2/21/2016 11:21:57,2/21/2016 11:21:57
1235,Castellanos de Castro,castellanos-de-castro,9227,42.328204,-4.033442,2/21/2016 11:21:57,2/21/2016 11:21:57
1236,Castil de Peones,castil-de-peones,9258,42.483223,-3.384476,2/21/2016 11:21:57,2/21/2016 11:21:57
1237,Castildelgado,castildelgado,9259,42.437061,-3.084068,2/21/2016 11:21:57,2/21/2016 11:21:57
1238,Castrillo de la Reina,castrillo-de-la-reina,9691,41.987838,-3.236332,2/21/2016 11:21:57,2/21/2016 11:21:57
1239,Castrillo de la Vega,castrillo-de-la-vega,9391,41.650677,-3.779855,2/21/2016 11:21:57,2/21/2016 11:21:57
1240,Castrillo de Riopisuerga,castrillo-de-riopisuerga,9108,42.515623,-4.252481,2/21/2016 11:21:57,2/21/2016 11:21:57
1241,Castrillo del Val,castrillo-del-val,9193,42.314719,-3.58459,2/21/2016 11:21:57,2/21/2016 11:21:57
1242,Castrillo Matajudíos,castrillo-matajudios,9107,42.31091,-4.173088,2/21/2016 11:21:57,2/21/2016 11:21:57
1243,Castrojeriz,castrojeriz,9110,42.288929,-4.137554,2/21/2016 11:21:57,2/21/2016 11:21:57
1244,Cavia,cavia,9239,42.283961,-3.844829,2/21/2016 11:21:57,2/21/2016 11:21:57
1245,Cayuela,cayuela,9239,42.272498,-3.81865,2/21/2016 11:21:57,2/21/2016 11:21:57
1246,Cebrecos,cebrecos,9348,41.983404,-3.596306,2/21/2016 11:21:57,2/21/2016 11:21:57
1247,Celada del Camino,celada-del-camino,9226,42.263225,-3.934608,2/21/2016 11:21:57,2/21/2016 11:21:57
1248,Cerezo de Río Tirón,cerezo-de-rio-tiron,9270,42.491324,-3.133721,2/21/2016 11:21:57,2/21/2016 11:21:57
1249,Cerratón de Juarros,cerraton-de-juarros,9292,42.422617,-3.373618,2/21/2016 11:21:57,2/21/2016 11:21:57
1250,Ciadoncha,ciadoncha,9228,42.160684,-3.933835,2/21/2016 11:21:57,2/21/2016 11:21:57
1251,Cillaperlata,cillaperlata,9213,42.78274,-3.358898,2/21/2016 11:21:57,2/21/2016 11:21:57
1252,Cilleruelo de Abajo,cilleruelo-de-abajo,9349,41.884899,-3.794918,2/21/2016 11:21:57,2/21/2016 11:21:57
1253,Cilleruelo de Arriba,cilleruelo-de-arriba,9349,41.905088,-3.659992,2/21/2016 11:21:57,2/21/2016 11:21:57
1254,Ciruelos de Cervera,ciruelos-de-cervera,9610,41.90726,-3.528328,2/21/2016 11:21:57,2/21/2016 11:21:57
1255,Cogollos,cogollos,9320,42.201246,-3.698874,2/21/2016 11:21:57,2/21/2016 11:21:57
1256,Condado de Treviño,condado-de-trevino,9215,42.734688,-2.74581,2/21/2016 11:21:57,2/21/2016 11:21:57
1257,Contreras,contreras,9613,42.021498,-3.409839,2/21/2016 11:21:57,2/21/2016 11:21:57
1258,Coruña del Conde,coruna-del-conde,9410,41.767215,-3.390484,2/21/2016 11:21:57,2/21/2016 11:21:57
1259,Covarrubias,covarrubias,9346,42.059681,-3.520088,2/21/2016 11:21:57,2/21/2016 11:21:57
1260,Cubillo del Campo,cubillo-del-campo,9352,42.168186,-3.6107,2/21/2016 11:21:57,2/21/2016 11:21:57
1261,Cubo de Bureba,cubo-de-bureba,9251,42.641741,-3.205111,2/21/2016 11:21:57,2/21/2016 11:21:57
1262,Cueva de Roa,cueva-de-roa,9315,41.666853,-3.939543,2/21/2016 11:21:57,2/21/2016 11:21:57
1263,Cuevas de San Clemente,cuevas-de-san-clemente,9641,42.129738,-3.567984,2/21/2016 11:21:57,2/21/2016 11:21:57
1264,Encío,encio,9219,42.667038,-3.084154,2/21/2016 11:21:57,2/21/2016 11:21:57
1265,Espinosa de Cervera,espinosa-de-cervera,9610,41.896687,-3.468032,2/21/2016 11:21:57,2/21/2016 11:21:57
1266,Espinosa de los Monteros,espinosa-de-los-monteros,9560,43.078042,-3.550987,2/21/2016 11:21:57,2/21/2016 11:21:57
1267,Espinosa del Camino,espinosa-del-camino,9258,42.406538,-3.280835,2/21/2016 11:21:57,2/21/2016 11:21:57
1268,Estépar,estepar,9230,42.275721,-3.897915,2/21/2016 11:21:57,2/21/2016 11:21:57
1269,Fontioso,fontioso,9349,41.942957,-3.738613,2/21/2016 11:21:57,2/21/2016 11:21:57
1270,Frandovínez,frandovinez,9230,42.309466,-3.838992,2/21/2016 11:21:57,2/21/2016 11:21:57
1271,Fresneda de la Sierra Tirón,fresneda-de-la-sierra-tiron,9267,42.315909,-3.136768,2/21/2016 11:21:57,2/21/2016 11:21:57
1272,Fresneña,fresnena,9259,42.413825,-3.134451,2/21/2016 11:21:57,2/21/2016 11:21:57
1273,Fresnillo de las Dueñas,fresnillo-de-las-duenas,9491,41.646813,-3.643599,2/21/2016 11:21:57,2/21/2016 11:21:57
1274,Fresno de Río Tirón,fresno-de-rio-tiron,9272,42.460447,-3.175435,2/21/2016 11:21:57,2/21/2016 11:21:57
1275,Fresno de Rodilla,fresno-de-rodilla,9290,42.420384,-3.484683,2/21/2016 11:21:57,2/21/2016 11:21:57
1276,Frías,frias,9211,42.761192,-3.294311,2/21/2016 11:21:57,2/21/2016 11:21:57
1277,Fuentebureba,fuentebureba,9244,42.634117,-3.234186,2/21/2016 11:21:57,2/21/2016 11:21:57
1278,Fuentecén,fuentecen,9315,41.628852,-3.869934,2/21/2016 11:21:57,2/21/2016 11:21:57
1279,Fuentelcésped,fuentelcesped,9471,41.591246,-3.639393,2/21/2016 11:21:57,2/21/2016 11:21:57
1280,Fuentelisendo,fuentelisendo,9318,41.622693,-3.900919,2/21/2016 11:21:57,2/21/2016 11:21:57
1281,Fuentemolinos,fuentemolinos,9315,41.605592,-3.849764,2/21/2016 11:21:57,2/21/2016 11:21:57
1282,Fuentenebro,fuentenebro,9461,41.525736,-3.755693,2/21/2016 11:21:57,2/21/2016 11:21:57
1283,Fuentespina,fuentespina,9471,41.632188,-3.68557,2/21/2016 11:21:57,2/21/2016 11:21:57
1284,Galbarros,galbarros,9247,42.528923,-3.437176,2/21/2016 11:21:57,2/21/2016 11:21:57
1285,Gallega,gallega,9612,41.899402,-3.264399,2/21/2016 11:21:57,2/21/2016 11:21:57
1286,Grijalba,grijalba,9128,42.430299,-4.119015,2/21/2016 11:21:57,2/21/2016 11:21:57
1287,Grisaleña,grisalena,9245,42.590974,-3.263669,2/21/2016 11:21:57,2/21/2016 11:21:57
1288,Gumiel de Izán,gumiel-de-izan,9370,41.773936,-3.688874,2/21/2016 11:21:57,2/21/2016 11:21:57
1289,Gumiel de Mercado,gumiel-de-mercado,9443,41.756843,-3.8029,2/21/2016 11:21:57,2/21/2016 11:21:57
1290,Hacinas,hacinas,9611,41.985238,-3.286242,2/21/2016 11:21:57,2/21/2016 11:21:57
1291,Haza,haza,9463,41.621506,-3.829679,2/21/2016 11:21:57,2/21/2016 11:21:57
1292,Hontanas,hontanas,9227,42.31283,-4.046402,2/21/2016 11:21:57,2/21/2016 11:21:57
1293,Hontangas,hontangas,9462,41.582933,-3.797021,2/21/2016 11:21:57,2/21/2016 11:21:57
1294,Hontoria de la Cantera,hontoria-de-la-cantera,9351,42.189482,-3.643985,2/21/2016 11:21:57,2/21/2016 11:21:57
1295,Hontoria de Valdearados,hontoria-de-valdearados,9450,41.746085,-3.521633,2/21/2016 11:21:57,2/21/2016 11:21:57
1296,Hontoria del Pinar,hontoria-del-pinar,9660,41.84936,-3.16226,2/21/2016 11:21:57,2/21/2016 11:21:57
1297,Hormazas,hormazas,9133,42.515385,-3.896112,2/21/2016 11:21:57,2/21/2016 11:21:57
1298,Hornillos del Camino,hornillos-del-camino,9230,42.339387,-3.925982,2/21/2016 11:21:57,2/21/2016 11:21:57
1299,Horra,horra,9311,41.741603,-3.875599,2/21/2016 11:21:57,2/21/2016 11:21:57
1300,Hortig,hortig,9640,42.06841,-3.42546,2/21/2016 11:21:57,2/21/2016 11:21:57
1301,Hoyales de Roa,hoyales-de-roa,9316,41.659511,-3.863668,2/21/2016 11:21:57,2/21/2016 11:21:57
1302,Huérmeces,huermeces,9150,42.521807,-3.772388,2/21/2016 11:21:57,2/21/2016 11:21:57
1303,Huerta de Arriba,huerta-de-arriba,9614,42.117071,-3.081837,2/21/2016 11:21:57,2/21/2016 11:21:57
1304,Huerta de Rey,huerta-de-rey,9430,41.840793,-3.349714,2/21/2016 11:21:57,2/21/2016 11:21:57
1305,Humada,humada,9124,42.6683,-4.083438,2/21/2016 11:21:57,2/21/2016 11:21:57
1306,Hurones,hurones,9191,42.406379,-3.614202,2/21/2016 11:21:57,2/21/2016 11:21:57
1307,Ibeas de Juarros,ibeas-de-juarros,9198,42.332408,-3.535452,2/21/2016 11:21:57,2/21/2016 11:21:57
1308,Ibrillos,ibrillos,9259,42.454336,-3.083425,2/21/2016 11:21:57,2/21/2016 11:21:57
1309,Iglesiarrubia,iglesiarrubia,9345,41.97487,-3.847275,2/21/2016 11:21:57,2/21/2016 11:21:57
1310,Iglesias,iglesias,9227,42.298453,-3.989582,2/21/2016 11:21:57,2/21/2016 11:21:57
1311,Isar,isar,9653,42.362032,-3.930573,2/21/2016 11:21:57,2/21/2016 11:21:57
1312,Itero del Castillo,itero-del-castillo,9107,42.28985,-4.244285,2/21/2016 11:21:57,2/21/2016 11:21:57
